198;40;;;A, E, E, E, E, E, E, E, F;A, C3, B1, D2, A1, A3, D3, C1, D2
199;40;;;C-E;C-E
200;40;;;D, C, E, E, E, E;A1, SII, F2, F3, F1, E3
201;40;;;E, E, E, F;C3, A2, D1, B3
202;40;;;C;SIII, SIV
203;40;;;E, E, E, E;C3, C2, A3, D3
204;40;;;F;B3
205;40;;;E, F, F;E3, A3, B3
206;40;;;E, E, E;B1, E3, A3
207;40;;;E;F3, D3
208;40;;;E, E, E, E;E2, E3, C2, D3
209;40;;;E, F;D3, B3
210;40;;;E;A1, D1, B3
211;40;;;E;A1, C1
212;40;;;E, E, E, F;F2, E2, F3, B3
213;;40;;;
214;40;;;E;F1, E1, D3
215;40;;;A, E, E, E;A, B1, D3, B3
216;40;;;E, E, C-E;F2, E2, C-E
217;40;;;C;SI, SII
218;40;;;E, A, E, E, E, E, F;F2, A, F3, C3, E3, D3, B3
219;40;;;C, C;SI, SI
220;40;;;C, C;SII, SI
221;;;;;
222;40;;;C, A;SI, A
223;40;;;F;D1
224;40;;;C, D;SIII, D1
225;40;;;C, D;SIII, A1
226;40;;;D, C;B1, SII
227;40;;;D, C, D;A1, SII, B1
228;40;;;D, C;/, SII
229;40;;;D;C2
230;40;;;D, C;A1, SII
231;40;;;C, D;SIV, A1
232;40;;;A;A
233;40;;;F;D1, C1
234;40;;;A, F;A, C1
235;40;;;C, C, C, D, D;SIII, SIV, SII, A1, B1
236;40;;;1;SIII, SIV
237;40;;;F;A3, A2, B2
238;40;;;C, F, F, F, F, F;SI, B1, D1, A1, E1, C1
239;40;;;C, D, D, F;SII, B2, B1, A1
240;40;;;C, D, C, D, A-B, D;SII, A1, SII, C1, A-B, B1
241;40;;;C, C, D, C, F;SIII, SIV, A1, SII, B1
242;40;;;C, C, C, C, D, E, E, E, E, F;SIII, SI, SIV, SII, C1, D2, A3, A2, C1, B3
243;40;;;C, D, C, C, D, F, F, F, F, F, C-F;SI, A1, SI, SII, B1, B1, A1, C1, C2, A2, C-F
244;40;;;C, D, D;SII, SII, B1
245;40;;;E, E, E, E, E, E, E, C-E, E, E, E, E, E, F, E, F;F2, E2, F3, C3, B1, F1, E3, C-E, D2, C2, A1, D1, D3, A3, C1, B3
246;40;;;E, A, E, E, E;F2, A, E3, C2, A3
247;40;;;F;C2, D2
248;40;;;C, C, C, D, C;SI, SI, SII, A1, SII
249;40;;;E;B1, A1
250;40;;;C, C, E;SIV, SI, F3
251;40;;;F, E, E, E, E, E;D1, C3, D2, C2, A1, D3
252;40;;;E, E, E, E, E, E, E, E, F;E2, F3, C3, B1, E3, D2, C2, A3, B3
253;40;;;E, E, F;E2, E3, A2
254;40;;;E, E, E, E, F, F;E3, E1, C2, A1, A3, B3
255;40;;;B, A-B;SI, A-B
256;40;;;E;E2, A, D2, A3, A2, D1, D3
257;40;;;C, C, D, C-F;SI, SI, SII, C-F
258;40;;;F;C1, A3, A2, C-F
259;40;;;C, E, E, E, E, E, E, C-E, E, E, E, E, D1, D3;SII, E2, C3, B1, F1, E3, E1, C-E, D2, C2, A1, A3, D1, D3
260;40;;;E;B2, A2
261;40;;;C;SIV, SII, A1, SII
262;40;;;C;SIII, SIV, A1, SII
263;40;;;C-F;C-F
264;40;;;C, C, C, C, C, E;SIII, SI, SIV, SII, SI, A3
265;40;;;E, E, E, E, E, E, E, F;C3, E3, E1, D2, A3, D3, B3, B3
266;64;;;B, B, B;SII-N, SII-S, SI-W
267;64;;;B;SI-W
268;64;;;;
269;64;;;B;SII
270;64;;;B;SI
271;64;;;A, B;A, SI-W
272;64;;;B;SII-N, SII, SII-S, SI-O
273;64;;;B;SII, SI-O
274;64;;;A;A
275;64;;;B, B, B, A;SII-N, SII, SII-S, A
276;64;;;B, B, B, A;SII-N
277;64;;;B, B, B, A, A, B, B;SII-N, SII, SII-S, A, A, SI, SI-W,
278;64;;;B;SII-N, SII
